id,text,label,source
48b95e49ce77773e,"Net sales will , however , increase from 2005 .",2,financial_phrasebank
dc49f4f94a381b22,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,0,financial_phrasebank
0de0efa42a37d623,Net sales fell by 5 % from the previous accounting period .,0,financial_phrasebank
2bc8036591d03fb5,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",0,financial_phrasebank
6ad73ba0bc73cb3e,"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",1,financial_phrasebank
1201b8ae2b48bafa,Net investment income,1,financial_phrasebank
dd53622d0a3e996f,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,0,financial_phrasebank
571316a747028f70,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,1,financial_phrasebank
40bacbaffa7526bc,And this is very common in periods of low volatility like we saw in July that we see high activity remain under our institutions and our Pro users and retail or the consumer trading subsides a little bit.,1,aiera
43a9cdb23835d661,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0,financial_phrasebank
39ceeb9ad4d02431,The total value of these two contracts is over EUR 21 million .,1,financial_phrasebank
1cab9df0ae33b50e,"For the full year 2023, we reported a net loss of approximately $27.3 million or $0.66 per share and approximately 41 million weighted average shares outstanding. This compares to a $28 million or $0.83 per share and approximately 33.6 million weighted average shares outstanding for the full year 2022. Research and development expenses totaled approximately $4.1 million for the fourth quarter of 2023, and this compares to $2.2 million for the fourth quarter of 2022, an increase of 84.6%. For the full year 2023 research and development expenses decreased approximately 3% to $13 million, and this compares to $13.4 million for the full year 2021. The full year decrease was driven primarily by lower direct clinical and nonclinical expenses, as well as deferral of costs related to the future delivery of clinical supply to our license partners.",0,aiera
9a770cb23b7a4d1a,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",2,financial_phrasebank
41a15ac51bd11b77,Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,1,financial_phrasebank
52a1014b4914c116,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",1,financial_phrasebank
e40b799112fb9d25,The studies are expected to start in 2008 .,1,financial_phrasebank
aab5bf04b8fd38ac,The duration of the contract is 37 months .,1,financial_phrasebank
e7f28bb595599974,"Okay. And so for the second part of your question, look, we continue to work with Heidrick & Struggles, a prominent search firm, to find a permanent CFO. We are encouraged by our progress and believe that we will have a strong finance leader before the end of the year.",2,aiera
af07823cba784e2c,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",0,financial_phrasebank
a265935893ac5557,"For example, we still don't plan to issue a dividend.",1,aiera
2da985971fb99b01,So just simple things like how do you connect your wallet.,1,aiera
770df5538383e07c,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,1,financial_phrasebank
f48b6774f72b1837,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",1,financial_phrasebank
d5c1cce98f9aba2d,"And on institutional, what I think we're continuing to see is new types of institutional investors decide to make an allocation to crypto.",1,aiera
5752e822d9944412,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",2,financial_phrasebank
2b8b5018aca0f380,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,0,financial_phrasebank
74f9e3b0ccd2be05,KONE is listed on the Nordic Exchange in Helsinki .,1,financial_phrasebank
7b7f6669aecc4af0,"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",1,financial_phrasebank
566ba2971b9ac9e2,Can you just confirm that I understood the question?,1,aiera
a6c1db64a64a4ab3,"Absolutely. So our Gen 2 product offers simplification from a manufacturing capability, enabling us to produce these more easily with a high reliability. With MydCombi being the first platform that we're going to take that into. We're actually actively working on our registration batches to be completed this year. And then we'll be speaking with the FDA on getting the Gen 2 platform into MydCombi, hopefully early next year after we get the registration batches put up.",2,aiera
f4cff65a80526cc6,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",1,financial_phrasebank
36d4f61f301b6870,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",2,financial_phrasebank
7f450c1713fe2209,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,1,financial_phrasebank
c7634e4e52cb699c,"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",1,financial_phrasebank
7cec99cabcb804ba,The contract includes heating plant equipment and associated installation work .,1,financial_phrasebank
d00b4649d1cd20ed,Why not give your bedroom a cool makeover for summer .,1,financial_phrasebank
3d842982cd89bb54,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",0,financial_phrasebank
2fdfe818e5289ded,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",1,financial_phrasebank
f12df2647de65c9a,This wood lacquered clock comes with a stripy hand-crocheted cover .,1,financial_phrasebank
683706bd83a31f16,The deal means that ten persons in three countries will transfer to Tieto .,1,financial_phrasebank
92868aaa4bc11985,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",0,financial_phrasebank
865634f5ae234cbb,The phones are targeted at first time users in growth markets .,1,financial_phrasebank
4d698b84d89d7d39,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",1,financial_phrasebank
b0c7c39ce96f5e96,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,1,financial_phrasebank
5da954fb229f9927,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1,financial_phrasebank
2a4e86f04ecfb826,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",2,financial_phrasebank
e5e9855a7fb59499,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1,financial_phrasebank
57da987830a05c7d,I would just connect the dots perhaps a little bit.,1,aiera
75177bf83dc0b6a9,"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",1,financial_phrasebank
d0b467ea66558df1,"France T+l+com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",1,financial_phrasebank
5fbb37ca23052957,Market data and analytics are derived from primary and secondary research .,1,financial_phrasebank
5a1e6c2359c39f5f,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,1,financial_phrasebank
a1024e8f5ff6caf0,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",1,financial_phrasebank
0f4c922a05b12887,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",1,financial_phrasebank
e2e2a26ece559c5f,"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",1,financial_phrasebank
a6775c9dfad17967,N-Viro operates processing facilities independently as well as in partnership with municipalities .,1,financial_phrasebank
3511668d0924bb27,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",1,financial_phrasebank
1adb97cc453ae9ed,This new partnership agreement represents a significant milestone for both parties .,2,financial_phrasebank
28d4452524767bd1,But an ETF market obviously follows the traditional securities time line.,1,aiera
f9d348074112fea3,"Hopefully, you won't have to install a Chrome extension.",1,aiera
53949d9b0506e8b1,"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",2,financial_phrasebank
6b380ef3df363602,The company may at any time have in its possession one tenth of all its shares at the maximum .,1,financial_phrasebank
fac145096e9cd30c,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",0,financial_phrasebank
4ebf217c95b7a655,"From a macro perspective, as vaccine rates increased and stay-at-home orders began to ease over the past few months, daily user activity and active buyers on our platform declined more than we anticipated. This was particularly true in the U.S., France and Italy, 3 of our largest markets. In fact, we saw a 13% reduction in app installs and a 15% reduction in average time spent on our platform globally from the second quarter of 2020.",0,aiera
5b59385abeff0908,Welcome !,1,financial_phrasebank
9e618e1a54a92226,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",2,financial_phrasebank
51b67c52481caa75,"Yes. Thanks, Michael. So on the quarter-to-date trends, I think Jennifer, who's on this call, is probably the best person to sort of handle or be able to sort of answer what we're ready to discuss today. And I'll handle the ProductBoost update or sort of anything around user engagement trends that we will need to sort of ramp back up sort of growth initiatives in the future.",1,aiera
14bae8de59a2ef95,"Our platform is now available in more than 100 companies globally today, and this is very much consistent with our mission to increase economic freedom in the world.",2,aiera
71349ea579ca9cce,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",2,financial_phrasebank
591e09c53779fab8,"And big picture, our goal is to become a vast majority, if not 100%, crypto over time.",1,aiera
f428116b9302712b,New Novator products are supposed to be exported .,1,financial_phrasebank
932c3ad4815bbedc,"This is Tyler on for Stephen. So Peter, it seems like for now, the LTV to CAC ratio is not at a place where you want to spend on acquisition. But one thing you can do to potentially increase LTV is better product selection or more selection in general. So what can you do in that regard? I think you talked about apparel and home goods in your prepared remarks. So is that a potential recovery direction you could take? And any more color here would be appreciated.",0,aiera
c2f13cc8409e02b0,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",0,financial_phrasebank
027cb95bb361538b,"Our discussion today will include references to adjusted EBITDA, a non-GAAP financial measure.",1,aiera
79963cb4a85f9be8,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,2,financial_phrasebank
5f633fac3317752c,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",1,financial_phrasebank
ab0a7432d450bd2f,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,1,financial_phrasebank
a47f62964363fe20,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",1,financial_phrasebank
590cb20e69ee191f,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",0,financial_phrasebank
a7b86fcab02fef0a,"The share capital of Basware Corporation is 11,720,829 .",1,financial_phrasebank
5c37a7df25d1867c,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",1,financial_phrasebank
28fa47b732a82a58,The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,1,financial_phrasebank
3c4468a1b040b56a,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,2,financial_phrasebank
9c089bf34c118084,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",2,financial_phrasebank
aa8f037a2f1ce520,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,0,financial_phrasebank
313264c5f77cde32,"As we look toward 2024 and beyond, we're not done lowering our cost to serve. We've challenged every closely held belief in our fulfillment network and reevaluated every part of it and found several areas where we believe we can lower costs while also delivering faster for customers. Our inbound fulfillment architecture and resulting inventory placement are areas of focus in 2024, and we have optimism there's more upside for us.",2,aiera
a779a54f4302d9eb,"The payment date is March 25 , 2010 .",1,financial_phrasebank
a9c1f8cfc2158f47,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",2,financial_phrasebank
136c3670aebf5670,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,1,financial_phrasebank
527e17a7932ff74f,"Before we get started, I'd like to remind you that during today's call, we may make forward-looking statements.",1,aiera
d1ce9344df91e406,"And Jennifer, I don't know if you have any further comments on revenue per active buyer, Q3 versus Q2, et cetera.",1,aiera
ddbc9ee9a6ed5668,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",1,financial_phrasebank
ad05227e86760af8,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,2,financial_phrasebank
8560fee9e66e0f7f,And what we typically see in these investments is they have subsequent rounds that are not identical investments.,1,aiera
0b3eba1646b62952,The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .,1,financial_phrasebank
acf69262e9b8831e,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",0,financial_phrasebank
676a4abd8a44fb5d,"And then I believe your last question was centered around sort of other leadership changes. Look, I think ultimately, we want to bring in a world-class team. Running an e-commerce company has many sort of different and distinct and unique moving parts. I think with the additions that we made in just the last 4 weeks or so, with our Chief Technical Officer and our Chief Product Officer, we're making sort of the right moves. We're always looking to attract top industry talent, but we don't necessarily have -- other than sort of the CFO search that we have that's going on to find a permanent CFO for Wish, we don't really have anything else to announce at this moment.",1,aiera
ed25e1eeae735854,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,1,financial_phrasebank
b11d4fe5c0399ed0,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1,financial_phrasebank
05ee43603a5e3477,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla - s shares and voting rights .",1,financial_phrasebank
d8365011db9f9b44,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",1,financial_phrasebank
10a93157c8b7d6c4,Exel wants to serve its industrial customers with individual products .,1,financial_phrasebank
cbb5546844a4839c,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",2,financial_phrasebank
a26de15669622819,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",1,financial_phrasebank
2fb78c74d19a808c,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,1,financial_phrasebank
ef0da49c619dbd4e,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",1,financial_phrasebank
bfa2e786bed6c6ef,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,0,financial_phrasebank
8c8b6a981df63ad6,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",1,financial_phrasebank
dc1d6948dbf0cea8,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",1,financial_phrasebank
add8f0de76e705bc,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,1,financial_phrasebank
0699ec02ee66020e,"With that, operator, we are ready for the first question.",1,aiera
abe790761488c4b7,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,1,financial_phrasebank
5029cba92240aff2,Finnair said that the cancellation of flights would cause daily losses of x20ac 2.5 million US$ 3 million .,0,financial_phrasebank
5d8c68c1ccd34875,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",1,financial_phrasebank
1eb80b435e17396c,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",1,financial_phrasebank
ddc5a8079160262f,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,1,financial_phrasebank
9d4760d77321368e,"But to me, the most important thing is how do we drive more people actually using crypto for more things.",1,aiera
1ca71a3e33a240f7,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",2,financial_phrasebank
1e859b6682d8076a,"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",2,financial_phrasebank
3c06fb9a95879377,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,1,financial_phrasebank
253e1a63994ccd49,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",1,financial_phrasebank
014cc689c278131d,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0,financial_phrasebank
f7a14fa646fa9cd7,The increase range will vary up to 10 % .,1,financial_phrasebank
d553d79dd6b155fa,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0,financial_phrasebank
24ee99e201484561,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,1,financial_phrasebank
ef90632e71170fd3,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",0,financial_phrasebank
6ab5d217e39de4b5,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",0,financial_phrasebank
1dbad93d0ea8734c,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",1,financial_phrasebank
792762eedeaca155,"Before getting into Q&A, I wanted to clearly lay out some principles for our Q&A session today.",1,aiera
eea2766696c74a46,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,0,financial_phrasebank
5647a4b2a959ab38,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",2,financial_phrasebank
133a4055c5117eb6,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",2,financial_phrasebank
8397e20c8d86e6a1,The combined value of the planned investments is about EUR 30mn .,1,financial_phrasebank
48959b1912fa8a6f,And we've talked about our differentiation point relative to those companies as being crypto-native.,2,aiera
36855127b2b785a9,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,1,financial_phrasebank
4f81dc385c9ed547,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",1,financial_phrasebank
3d65edb75c2fc29a,The company will propose a dividend of EUR0 .12 per share for 2008 .,1,financial_phrasebank
f0df88527fd28db6,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",1,financial_phrasebank
1336c4c2df3f4811,"Clothing retail chain Sepp+l+ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",2,financial_phrasebank
8f08fca5ed57c4df,Attending this virtual meeting with US today are members of our board of directors members of the company's executive team and Representatives from Grant Thornton the company's independent registered public accounting firm.,1,aiera
50c29d6307860184,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",2,financial_phrasebank
48b8b5f86b60e515,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",1,financial_phrasebank
acaaf450ea058d4a,"In terms of next steps, we are continuing to advance Phase III CHAPERONE study, and we plan to meet with the FDA to explore options to expedite development and registration of MicroPine in a capital-efficient manner. [ One action ] we are working on is a planned interim look at the CHAPERONE data later this year. If that interim analysis is successful, we could potentially be looking at a substantially derisked program that could be very attractive either for us alone, or for a commercialization partner. Lastly, we are maintaining MicroLine or Apersure in our portfolio should [indiscernible] market shows signs of improvement. Right now, our opinion is that we can make better use of our capital elsewhere in our portfolio, but we can turn very quickly back to this product candidate if the situation should change. So this gives us line of sight to 3 and possibly 4 commercial revenue-generating products. We continue to explore development of novel therapeutics levering the Optejet for dry eye, glaucoma and other large market indications as part of our second lever towards success. These potential partnerships are moving forward, and we anticipate sharing more information when they reach the stage of a full development agreement after all of the device compatibility work has been completed.",1,aiera
535a49bf835a2bc4,"So to that end, we recently hired our first CMO, Kate Rouch, who came from Facebook.",2,aiera
90205803c1ccf9dc,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",2,financial_phrasebank
90fc7ddd237da891,Investments are not disclosed .,1,financial_phrasebank
8708f28043b0c56e,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,2,financial_phrasebank
e69d30d027245c87,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",1,financial_phrasebank
e7ee64cd5df5a3d5,The dividends payable annually shall be deducted from the share subscription price .,1,financial_phrasebank
c68923c4ba89a226,It will provide heating in the form of hot water for the sawmill 's needs .,1,financial_phrasebank
510532a2da761c5e,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",0,financial_phrasebank
345ae456770ec622,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",1,financial_phrasebank
6e14822d2584aebf,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",2,financial_phrasebank
ea314f2208aaa87c,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",1,financial_phrasebank
6e6a4340a9235139,"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",1,financial_phrasebank
2b723d786c6aaa06,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,1,financial_phrasebank
b60747f75aa6baef,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),2,financial_phrasebank
0ece15c817ea931b,"Good afternoon, and welcome to the Coinbase Third Quarter 2021 Earnings Call.",1,aiera
8031a62129134d2d,The company specialises in temporary electrification and heating at construction sites .,1,financial_phrasebank
1ce995738bddfe6f,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",0,financial_phrasebank
0e983f6a7b769254,And so this is one step in that direction.,1,aiera
b63de6a41d643af7,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",2,financial_phrasebank
002ef8e7dbfaca39,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",2,financial_phrasebank
34eb0d19e005b82a,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,0,financial_phrasebank
d93423a530bd81e5,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",1,financial_phrasebank
8dbf33a98b4bcd2d,The company 's model is based on developer contracting construction projects and customer focused project management .,1,financial_phrasebank
fb343fe2dfc9f670,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,1,financial_phrasebank
dfad9980fd5064be,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",0,financial_phrasebank
c63e9437a55978ef,"Yes. Thanks for the question, Shweta. Jennifer, do we have anything to share at this point in time in terms of revenue per buyer? I'm assuming this is Core Marketplace revenue or maybe revenue in general per buyer in Q3. I'm not sure if we were sort of disclosing anything there at this point in time.",1,aiera
03408fc9c6d0bb7f,"So this capital allocation is a constant discussion between Emilie, Brian and I about what is the best and highest use of our resources, but it's a very important area that we allocate capacity to.",1,aiera
cd6084dcd585c909,The expansion is to be finalized in the autumn of 2009 .,1,financial_phrasebank
16c007429174ca23,"By the end of 2006 , the number of joint branch offices will total 170 .",1,financial_phrasebank
